agency_name,date,stock_price
SM,2021-05-06,30000
SM,2021-05-07,32000
SM,2021-05-10,32600
SM,2021-05-11,31650
SM,2021-05-12,31300
SM,2021-05-13,31000
SM,2021-05-14,33450
SM,2021-05-17,35950
SM,2021-05-18,38400
SM,2021-05-20,39000
SM,2021-05-21,40000
SM,2021-05-24,40100
SM,2021-05-25,42700
SM,2021-05-26,42250
SM,2021-05-27,42450
SM,2021-05-28,42700
SM,2021-05-31,43700
SM,2021-06-01,44300
SM,2021-06-02,44400
SM,2021-06-03,47000
SM,2021-06-04,43750
SM,2021-06-07,45950
SM,2021-06-08,43350
SM,2021-06-09,44350
SM,2021-06-10,44800
SM,2021-06-11,47950
SM,2021-06-14,47100
SM,2021-06-15,51000
SM,2021-06-16,51400
SM,2021-06-17,55000
SM,2021-06-18,54800
SM,2021-06-21,53300
SM,2021-06-22,54000
SM,2021-06-23,55700
SM,2021-06-24,56500
SM,2021-06-25,54000
SM,2021-06-28,55100
SM,2021-06-29,59200
SM,2021-06-30,58800
SM,2021-07-01,58700
SM,2021-07-02,60800
SM,2021-07-05,61300
SM,2021-07-06,60300
SM,2021-07-07,59800
SM,2021-07-08,58500
SM,2021-07-09,59800
SM,2021-07-12,62300
SM,2021-07-13,65400
SM,2021-07-14,65400
SM,2021-07-15,64400
SM,2021-07-16,64000
SM,2021-07-19,62300
SM,2021-07-20,60800
SM,2021-07-21,60800
SM,2021-07-22,62600
SM,2021-07-23,63500
SM,2021-07-26,63800
SM,2021-07-27,62400
SM,2021-07-28,61400
SM,2021-07-29,61800
SM,2021-07-30,58800
SM,2021-08-02,60200
SM,2021-08-03,62700
SM,2021-08-04,71900
SM,2021-08-05,69300
SM,2021-08-06,69100
SM,2021-08-09,69700
SM,2021-08-10,68400
SM,2021-08-11,68500
SM,2021-08-12,66900
SM,2021-08-13,65300
SM,2021-08-17,63800
SM,2021-08-18,68000
SM,2021-08-19,65600
SM,2021-08-20,63000
SM,2021-08-23,67300
SM,2021-08-24,72100
SM,2021-08-25,72400
SM,2021-08-26,72800
SM,2021-08-27,72100
SM,2021-08-30,69500
SM,2021-08-31,69100
SM,2021-09-01,68600
SM,2021-09-02,66900
SM,2021-09-03,65600
SM,2021-09-06,65000
SM,2021-09-07,68400
SM,2021-09-08,63900
SM,2021-09-09,62900
SM,2021-09-10,63100
SM,2021-09-13,63300
SM,2021-09-14,64300
SM,2021-09-15,66200
SM,2021-09-16,64900
SM,2021-09-17,65000
SM,2021-09-23,64900
SM,2021-09-24,63400
SM,2021-09-27,63600
SM,2021-09-28,63600
SM,2021-09-29,63000
SM,2021-09-30,69200
SM,2021-10-01,71000
SM,2021-10-05,79000
SM,2021-10-06,78200
SM,2021-10-07,76300
SM,2021-10-08,76900
SM,2021-10-12,74800
SM,2021-10-13,74800
SM,2021-10-14,77600
SM,2021-10-15,76800
SM,2021-10-18,72800
SM,2021-10-19,75500
SM,2021-10-20,79400
SM,2021-10-21,76600
SM,2021-10-22,75100
SM,2021-10-25,74900
SM,2021-10-26,81700
SM,2021-10-27,83100
SM,2021-10-28,78000
SM,2021-10-29,78200
SM,2021-11-01,80300
SM,2021-11-02,79400
SM,2021-11-03,77300
SM,2021-11-04,75600
SM,2021-11-05,76100
SM,2021-11-08,79400
SM,2021-11-09,80500
SM,2021-11-10,76100
SM,2021-11-11,78000
SM,2021-11-12,77000
SM,2021-11-15,80400
SM,2021-11-16,79900
SM,2021-11-17,84000
SM,2021-11-18,79300
SM,2021-11-19,77200
SM,2021-11-22,73600
SM,2021-11-23,71400
SM,2021-11-24,74300
SM,2021-11-25,74200
SM,2021-11-26,70000
SM,2021-11-29,69800
SM,2021-11-30,67300
SM,2021-12-01,67300
SM,2021-12-02,64500
SM,2021-12-03,71800
SM,2021-12-06,70700
SM,2021-12-07,72500
SM,2021-12-08,73300
SM,2021-12-09,74700
SM,2021-12-10,76100
SM,2021-12-13,75500
SM,2021-12-14,73500
SM,2021-12-15,71900
SM,2021-12-16,71500
SM,2021-12-17,71400
SM,2021-12-20,70100
SM,2021-12-21,72100
SM,2021-12-22,73200
SM,2021-12-23,70900
SM,2021-12-24,72000
SM,2021-12-27,74100
SM,2021-12-28,78100
SM,2021-12-29,74900
SM,2021-12-30,74200
SM,2022-01-03,73600
SM,2022-01-04,70700
SM,2022-01-05,66600
SM,2022-01-06,61900
SM,2022-01-07,63700
SM,2022-01-10,63400
SM,2022-01-11,66000
SM,2022-01-12,67500
SM,2022-01-13,69000
SM,2022-01-14,68200
SM,2022-01-17,68400
SM,2022-01-18,67900
SM,2022-01-19,66300
SM,2022-01-20,69500
SM,2022-01-21,69200
SM,2022-01-24,63900
SM,2022-01-25,63500
SM,2022-01-26,60500
SM,2022-01-27,56000
SM,2022-01-28,58900
SM,2022-02-03,62200
SM,2022-02-04,67300
SM,2022-02-07,67200
SM,2022-02-08,66200
SM,2022-02-09,68800
SM,2022-02-10,66800
SM,2022-02-11,65500
SM,2022-02-14,65300
SM,2022-02-15,65300
SM,2022-02-16,68100
SM,2022-02-17,66600
SM,2022-02-18,67300
SM,2022-02-21,70800
SM,2022-02-22,71800
SM,2022-02-23,71600
SM,2022-02-24,70500
SM,2022-02-25,71400
SM,2022-02-28,74200
SM,2022-03-02,75200
SM,2022-03-03,75000
SM,2022-03-04,75500
SM,2022-03-07,74700
SM,2022-03-08,73500
SM,2022-03-10,77300
SM,2022-03-11,79900
SM,2022-03-14,80000
SM,2022-03-15,79800
SM,2022-03-16,79200
SM,2022-03-17,75000
SM,2022-03-18,76500
SM,2022-03-21,73900
SM,2022-03-22,76600
SM,2022-03-23,75200
SM,2022-03-24,77200
SM,2022-03-25,77800
SM,2022-03-28,75200
SM,2022-03-29,76000
SM,2022-03-30,79600
SM,2022-03-31,81600
SM,2022-04-01,85900
SM,2022-04-04,82200
SM,2022-04-05,80500
SM,2022-04-06,80400
SM,2022-04-07,77900
SM,2022-04-08,77000
SM,2022-04-11,74900
SM,2022-04-12,74700
SM,2022-04-13,76400
SM,2022-04-14,76900
SM,2022-04-15,77200
SM,2022-04-18,72400
SM,2022-04-19,73800
SM,2022-04-20,71400
SM,2022-04-21,70500
SM,2022-04-22,68900
SM,2022-04-25,67500
SM,2022-04-26,68600
SM,2022-04-27,68800
SM,2022-04-28,68400
SM,2022-04-29,68200
SM,2022-05-02,67000
SM,2022-05-03,68300
SM,2022-05-04,67900
SM,2022-05-06,66500
SM,2022-05-09,61200
SM,2022-05-10,61700
SM,2022-05-11,61500
SM,2022-05-12,58000
SM,2022-05-13,60400
SM,2022-05-16,61300
SM,2022-05-17,68700
SM,2022-05-18,71400
SM,2022-05-19,70200
SM,2022-05-20,71800
SM,2022-05-23,68700
SM,2022-05-24,68000
SM,2022-05-25,68000
SM,2022-05-26,67600
SM,2022-05-27,68800
SM,2022-05-30,70300
SM,2022-05-31,69500
SM,2022-06-02,67000
SM,2022-06-03,66900
SM,2022-06-07,65500
SM,2022-06-08,67900
SM,2022-06-09,70300
SM,2022-06-10,70900
SM,2022-06-13,68500
SM,2022-06-14,67400
SM,2022-06-15,67100
SM,2022-06-16,69800
SM,2022-06-17,69200
SM,2022-06-20,69200
SM,2022-06-21,69400
SM,2022-06-22,64500
SM,2022-06-23,60700
SM,2022-06-24,66100
SM,2022-06-27,68000
SM,2022-06-28,66600
SM,2022-06-29,64500
SM,2022-06-30,63100
SM,2022-07-01,61900
SM,2022-07-04,64600
SM,2022-07-05,64800
SM,2022-07-06,64800
SM,2022-07-07,65300
SM,2022-07-08,68500
SM,2022-07-11,68300
SM,2022-07-12,67000
SM,2022-07-13,68500
SM,2022-07-14,70500
SM,2022-07-15,69800
SM,2022-07-18,69300
SM,2022-07-19,69600
SM,2022-07-20,70900
SM,2022-07-21,71400
SM,2022-07-22,70800
SM,2022-07-25,72500
SM,2022-07-26,71200
SM,2022-07-27,68200
SM,2022-07-28,67900
SM,2022-07-29,69100
SM,2022-08-01,68000
SM,2022-08-02,68800
SM,2022-08-03,72400
SM,2022-08-04,72700
SM,2022-08-05,73000
SM,2022-08-08,74500
SM,2022-08-09,75900
SM,2022-08-10,72900
SM,2022-08-11,75000
SM,2022-08-12,75000
SM,2022-08-16,76200
SM,2022-08-17,70300
SM,2022-08-18,70300
SM,2022-08-19,68600
SM,2022-08-22,67800
SM,2022-08-23,66100
SM,2022-08-24,66800
SM,2022-08-25,67400
SM,2022-08-26,68200
SM,2022-08-29,66100
SM,2022-08-30,67400
SM,2022-08-31,69200
SM,2022-09-01,68000
SM,2022-09-02,67600
SM,2022-09-05,66600
SM,2022-09-06,67000
SM,2022-09-07,67200
SM,2022-09-08,67600
SM,2022-09-13,68300
SM,2022-09-14,65600
SM,2022-09-15,64500
SM,2022-09-16,76500
SM,2022-09-19,73300
SM,2022-09-20,77000
SM,2022-09-21,77400
SM,2022-09-22,77100
SM,2022-09-23,74000
SM,2022-09-26,70600
SM,2022-09-27,73100
SM,2022-09-28,67800
SM,2022-09-29,70200
SM,2022-09-30,70800
SM,2022-10-04,70000
SM,2022-10-05,66900
SM,2022-10-06,66600
SM,2022-10-07,66600
SM,2022-10-11,61600
SM,2022-10-12,63400
SM,2022-10-13,63200
SM,2022-10-14,69200
SM,2022-10-17,68700
SM,2022-10-18,69200
SM,2022-10-19,67400
SM,2022-10-20,65300
SM,2022-10-21,65000
SM,2022-10-24,67000
SM,2022-10-25,70200
SM,2022-10-26,69800
SM,2022-10-27,72800
SM,2022-10-28,71500
SM,2022-10-31,71100
SM,2022-11-01,66900
SM,2022-11-02,65100
SM,2022-11-03,63900
SM,2022-11-04,63000
SM,2022-11-07,64000
SM,2022-11-08,64800
SM,2022-11-09,63400
SM,2022-11-10,62900
SM,2022-11-11,65500
SM,2022-11-14,65800
SM,2022-11-15,68100
SM,2022-11-16,71700
SM,2022-11-17,73900
SM,2022-11-18,73900
SM,2022-11-21,75200
SM,2022-11-22,73400
SM,2022-11-23,76700
SM,2022-11-24,77200
SM,2022-11-25,77200
SM,2022-11-28,77500
SM,2022-11-29,80300
SM,2022-11-30,79300
SM,2022-12-01,81700
SM,2022-12-02,82100
SM,2022-12-05,81400
SM,2022-12-06,79200
SM,2022-12-07,79200
SM,2022-12-08,78000
SM,2022-12-09,79000
SM,2022-12-12,79400
SM,2022-12-13,78800
SM,2022-12-14,79100
SM,2022-12-15,77800
SM,2022-12-16,78000
SM,2022-12-19,81200
SM,2022-12-20,78500
SM,2022-12-21,78000
SM,2022-12-22,79800
SM,2022-12-23,77100
SM,2022-12-26,79100
SM,2022-12-27,79300
SM,2022-12-28,76000
SM,2022-12-29,76700
YG,2018-01-02,28600
YG,2018-01-03,28200
YG,2018-01-04,27300
YG,2018-01-05,27600
YG,2018-01-08,27000
YG,2018-01-09,27350
YG,2018-01-10,28250
YG,2018-01-11,27800
YG,2018-01-12,27550
YG,2018-01-15,28150
YG,2018-01-16,28350
YG,2018-01-17,29350
YG,2018-01-18,29350
YG,2018-01-19,29600
YG,2018-01-22,29800
YG,2018-01-23,30000
YG,2018-01-24,29950
YG,2018-01-25,29500
YG,2018-01-26,29750
YG,2018-01-29,30850
YG,2018-01-30,30000
YG,2018-01-31,29600
YG,2018-02-01,30050
YG,2018-02-02,29750
YG,2018-02-05,28950
YG,2018-02-06,29000
YG,2018-02-07,28950
YG,2018-02-08,29300
YG,2018-02-09,28500
YG,2018-02-12,28100
YG,2018-02-13,27650
YG,2018-02-14,27800
YG,2018-02-19,28550
YG,2018-02-20,28300
YG,2018-02-21,28700
YG,2018-02-22,28700
YG,2018-02-23,27950
YG,2018-02-26,27800
YG,2018-02-27,27650
YG,2018-02-28,27150
YG,2018-03-02,27250
YG,2018-03-05,27550
YG,2018-03-06,27700
YG,2018-03-07,27300
YG,2018-03-08,27050
YG,2018-03-09,28050
YG,2018-03-12,29450
YG,2018-03-13,30000
YG,2018-03-14,29450
YG,2018-03-15,30150
YG,2018-03-16,30150
YG,2018-03-19,29850
YG,2018-03-20,30000
YG,2018-03-21,29650
YG,2018-03-22,29650
YG,2018-03-23,28200
YG,2018-03-26,29500
YG,2018-03-27,29700
YG,2018-03-28,31100
YG,2018-03-29,31150
YG,2018-03-30,30800
YG,2018-04-02,32050
YG,2018-04-03,32400
YG,2018-04-04,30900
YG,2018-04-05,30150
YG,2018-04-06,29850
YG,2018-04-09,30550
YG,2018-04-10,31150
YG,2018-04-11,30750
YG,2018-04-12,29850
YG,2018-04-13,30650
YG,2018-04-16,31250
YG,2018-04-17,30850
YG,2018-04-18,30450
YG,2018-04-19,30300
YG,2018-04-20,30300
YG,2018-04-23,30450
YG,2018-04-24,29850
YG,2018-04-25,30100
YG,2018-04-26,29950
YG,2018-04-27,29100
YG,2018-04-30,29300
YG,2018-05-02,28600
YG,2018-05-03,28300
YG,2018-05-04,27850
YG,2018-05-08,27200
YG,2018-05-09,27950
YG,2018-05-10,27050
YG,2018-05-11,27350
YG,2018-05-14,27350
YG,2018-05-15,27750
YG,2018-05-16,27150
YG,2018-05-17,27350
YG,2018-05-18,27350
YG,2018-05-21,27500
YG,2018-05-23,27900
YG,2018-05-24,27650
YG,2018-05-25,27350
YG,2018-05-28,27400
YG,2018-05-29,28550
YG,2018-05-30,28350
YG,2018-05-31,29000
YG,2018-06-01,28400
YG,2018-06-04,28650
YG,2018-06-05,28400
YG,2018-06-07,28300
YG,2018-06-08,28250
YG,2018-06-11,28850
YG,2018-06-12,30700
YG,2018-06-14,31050
YG,2018-06-15,31250
YG,2018-06-18,33000
YG,2018-06-19,32150
YG,2018-06-20,34050
YG,2018-06-21,36400
YG,2018-06-22,36250
YG,2018-06-25,36250
YG,2018-06-26,37200
YG,2018-06-27,36750
YG,2018-06-28,36500
YG,2018-06-29,36250
YG,2018-07-02,35950
YG,2018-07-03,38100
YG,2018-07-04,37800
YG,2018-07-05,36850
YG,2018-07-06,37450
YG,2018-07-09,39750
YG,2018-07-10,39100
YG,2018-07-11,38750
YG,2018-07-12,40450
YG,2018-07-13,41350
YG,2018-07-16,41750
YG,2018-07-17,39100
YG,2018-07-18,37850
YG,2018-07-19,37100
YG,2018-07-20,37150
YG,2018-07-23,35400
YG,2018-07-24,35400
YG,2018-07-25,35050
YG,2018-07-26,36600
YG,2018-07-27,35950
YG,2018-07-30,34000
YG,2018-07-31,33300
YG,2018-08-01,34950
YG,2018-08-02,34350
YG,2018-08-03,34500
YG,2018-08-06,33650
YG,2018-08-07,35000
YG,2018-08-08,35000
YG,2018-08-09,34850
YG,2018-08-10,35000
YG,2018-08-13,34100
YG,2018-08-14,35450
YG,2018-08-16,37950
YG,2018-08-17,37050
YG,2018-08-20,36050
YG,2018-08-21,38300
YG,2018-08-22,38900
YG,2018-08-23,38200
YG,2018-08-24,40050
YG,2018-08-27,41800
YG,2018-08-28,39600
YG,2018-08-29,40850
YG,2018-08-30,41950
YG,2018-08-31,42900
YG,2018-09-03,42600
YG,2018-09-04,43250
YG,2018-09-05,43000
YG,2018-09-06,42550
YG,2018-09-07,42950
YG,2018-09-10,41550
YG,2018-09-11,42000
YG,2018-09-12,42600
YG,2018-09-13,43300
YG,2018-09-14,43600
YG,2018-09-17,43250
YG,2018-09-18,42700
YG,2018-09-19,43400
YG,2018-09-20,43600
YG,2018-09-21,44000
YG,2018-09-27,44200
YG,2018-09-28,44200
YG,2018-10-01,46700
YG,2018-10-02,44650
YG,2018-10-04,44650
YG,2018-10-05,43200
YG,2018-10-08,41200
YG,2018-10-10,42150
YG,2018-10-11,39650
YG,2018-10-12,40800
YG,2018-10-15,40300
YG,2018-10-16,42300
YG,2018-10-17,39450
YG,2018-10-18,40000
YG,2018-10-19,41200
YG,2018-10-22,41750
YG,2018-10-23,42700
YG,2018-10-24,37050
YG,2018-10-25,38000
YG,2018-10-26,36600
YG,2018-10-29,35950
YG,2018-10-30,38000
YG,2018-10-31,36850
YG,2018-11-01,37300
YG,2018-11-02,38950
YG,2018-11-05,37550
YG,2018-11-06,36850
YG,2018-11-07,35500
YG,2018-11-08,35700
YG,2018-11-09,36200
YG,2018-11-12,38250
YG,2018-11-13,39850
YG,2018-11-14,41300
YG,2018-11-15,42300
YG,2018-11-16,41550
YG,2018-11-19,40500
YG,2018-11-20,41050
YG,2018-11-21,40900
YG,2018-11-22,39650
YG,2018-11-23,39150
YG,2018-11-26,41950
YG,2018-11-27,42850
YG,2018-11-28,43200
YG,2018-11-29,43000
YG,2018-11-30,43400
YG,2018-12-03,43650
YG,2018-12-04,45300
YG,2018-12-05,44500
YG,2018-12-06,43200
YG,2018-12-07,43950
YG,2018-12-10,44050
YG,2018-12-11,45200
YG,2018-12-12,45550
YG,2018-12-13,45600
YG,2018-12-14,44750
YG,2018-12-17,43500
YG,2018-12-18,43200
YG,2018-12-19,46400
YG,2018-12-20,46000
YG,2018-12-21,46650
YG,2018-12-24,47250
YG,2018-12-26,48950
YG,2018-12-27,48700
YG,2018-12-28,47500
YG,2019-01-02,45900
YG,2019-01-03,45550
YG,2019-01-04,48900
YG,2019-01-07,48400
YG,2019-01-08,48400
YG,2019-01-09,47300
YG,2019-01-10,48200
YG,2019-01-11,46450
YG,2019-01-14,46700
YG,2019-01-15,48350
YG,2019-01-16,47600
YG,2019-01-17,44700
YG,2019-01-18,44600
YG,2019-01-21,42800
YG,2019-01-22,43600
YG,2019-01-23,42200
YG,2019-01-24,43100
YG,2019-01-25,42500
YG,2019-01-28,42250
YG,2019-01-29,41400
YG,2019-01-30,40800
YG,2019-01-31,43500
YG,2019-02-01,43450
YG,2019-02-07,45800
YG,2019-02-08,46050
YG,2019-02-11,45600
YG,2019-02-12,44900
YG,2019-02-13,44600
YG,2019-02-14,44450
YG,2019-02-15,44800
YG,2019-02-18,43300
YG,2019-02-19,43050
YG,2019-02-20,44250
YG,2019-02-21,46900
YG,2019-02-22,46500
YG,2019-02-25,47500
YG,2019-02-26,45400
YG,2019-02-27,44800
YG,2019-02-28,42050
YG,2019-03-04,41450
YG,2019-03-05,40800
YG,2019-03-06,41700
YG,2019-03-07,40750
YG,2019-03-08,43250
YG,2019-03-11,37150
YG,2019-03-12,35900
YG,2019-03-13,37750
YG,2019-03-14,37150
YG,2019-03-15,35700
YG,2019-03-18,36500
YG,2019-03-19,36150
YG,2019-03-20,36000
YG,2019-03-21,35400
YG,2019-03-22,35150
YG,2019-03-25,35500
YG,2019-03-26,36600
YG,2019-03-27,36150
YG,2019-03-28,36150
YG,2019-03-29,37700
YG,2019-04-01,37050
YG,2019-04-02,36650
YG,2019-04-03,37850
YG,2019-04-04,38050
YG,2019-04-05,37750
YG,2019-04-08,38700
YG,2019-04-09,38200
YG,2019-04-10,37650
YG,2019-04-11,38050
YG,2019-04-12,37700
YG,2019-04-15,37300
YG,2019-04-16,37600
YG,2019-04-17,37950
YG,2019-04-18,37100
YG,2019-04-19,36550
YG,2019-04-22,37200
YG,2019-04-23,37400
YG,2019-04-24,36800
YG,2019-04-25,35700
YG,2019-04-26,35100
YG,2019-04-29,35150
YG,2019-04-30,36000
YG,2019-05-02,36200
YG,2019-05-03,35800
YG,2019-05-07,35100
YG,2019-05-08,35200
YG,2019-05-09,33700
YG,2019-05-10,33950
YG,2019-05-13,33550
YG,2019-05-14,33400
YG,2019-05-15,34750
YG,2019-05-16,35200
YG,2019-05-17,34800
YG,2019-05-20,35850
YG,2019-05-21,34600
YG,2019-05-22,34400
YG,2019-05-23,33750
YG,2019-05-24,32800
YG,2019-05-27,28700
YG,2019-05-28,29100
YG,2019-05-29,29300
YG,2019-05-30,30300
YG,2019-05-31,30600
YG,2019-06-03,31900
YG,2019-06-04,31800
YG,2019-06-05,31900
YG,2019-06-07,32250
YG,2019-06-10,32700
YG,2019-06-11,33300
YG,2019-06-12,31950
YG,2019-06-13,31250
YG,2019-06-14,29500
YG,2019-06-17,28950
YG,2019-06-18,28300
YG,2019-06-19,29000
YG,2019-06-20,29400
YG,2019-06-21,29200
YG,2019-06-24,28250
YG,2019-06-25,28750
YG,2019-06-26,28400
YG,2019-06-27,29150
YG,2019-06-28,28950
YG,2019-07-01,28500
YG,2019-07-02,29000
YG,2019-07-03,28550
YG,2019-07-04,28850
YG,2019-07-05,29050
YG,2019-07-08,27950
YG,2019-07-09,27700
YG,2019-07-10,28600
YG,2019-07-11,29850
YG,2019-07-12,28500
YG,2019-07-15,28150
YG,2019-07-16,28250
YG,2019-07-17,27550
YG,2019-07-18,27000
YG,2019-07-19,27800
YG,2019-07-22,27750
YG,2019-07-23,27350
YG,2019-07-24,27150
YG,2019-07-25,26550
YG,2019-07-26,25250
YG,2019-07-29,24350
YG,2019-07-30,25250
YG,2019-07-31,25000
YG,2019-08-01,24800
YG,2019-08-02,24800
YG,2019-08-05,22300
YG,2019-08-06,22500
YG,2019-08-07,23450
YG,2019-08-08,26000
YG,2019-08-09,23150
YG,2019-08-12,23050
YG,2019-08-13,22150
YG,2019-08-14,21400
YG,2019-08-16,21000
YG,2019-08-19,21400
YG,2019-08-20,21350
YG,2019-08-21,22450
YG,2019-08-22,21600
YG,2019-08-23,21250
YG,2019-08-26,19450
YG,2019-08-27,20000
YG,2019-08-28,20800
YG,2019-08-29,20750
YG,2019-08-30,21200
YG,2019-09-02,21900
YG,2019-09-03,21750
YG,2019-09-04,22200
YG,2019-09-05,22300
YG,2019-09-06,21850
YG,2019-09-09,22150
YG,2019-09-10,22600
YG,2019-09-11,23500
YG,2019-09-16,23000
YG,2019-09-17,22750
YG,2019-09-18,22750
YG,2019-09-19,22550
YG,2019-09-20,24200
YG,2019-09-23,24500
YG,2019-09-24,23750
YG,2019-09-25,22700
YG,2019-09-26,23700
YG,2019-09-27,23900
YG,2019-09-30,23050
YG,2019-10-01,24200
YG,2019-10-02,23200
YG,2019-10-04,22850
YG,2019-10-07,23400
YG,2019-10-08,23800
YG,2019-10-10,23550
YG,2019-10-11,23950
YG,2019-10-14,25650
YG,2019-10-15,26000
YG,2019-10-16,25800
YG,2019-10-17,25250
YG,2019-10-18,24750
YG,2019-10-21,24900
YG,2019-10-22,26400
YG,2019-10-23,26350
YG,2019-10-24,26400
YG,2019-10-25,25850
YG,2019-10-28,26000
YG,2019-10-29,25700
YG,2019-10-30,26750
YG,2019-10-31,26750
YG,2019-11-01,26900
YG,2019-11-04,27050
YG,2019-11-05,26900
YG,2019-11-06,26500
YG,2019-11-07,26650
YG,2019-11-08,25400
YG,2019-11-11,26050
YG,2019-11-12,26150
YG,2019-11-13,25550
YG,2019-11-14,25400
YG,2019-11-15,25400
YG,2019-11-18,25450
YG,2019-11-19,24850
YG,2019-11-20,24300
YG,2019-11-21,23800
YG,2019-11-22,24050
YG,2019-11-25,24950
YG,2019-11-26,25150
YG,2019-11-27,24950
YG,2019-11-28,24600
YG,2019-11-29,24850
YG,2019-12-02,24800
YG,2019-12-03,24300
YG,2019-12-04,24400
YG,2019-12-05,24400
YG,2019-12-06,25500
YG,2019-12-09,25100
YG,2019-12-10,25550
YG,2019-12-11,25350
YG,2019-12-12,25450
YG,2019-12-13,26250
YG,2019-12-16,25900
YG,2019-12-17,26200
YG,2019-12-18,26200
YG,2019-12-19,26150
YG,2019-12-20,26100
YG,2019-12-23,26150
YG,2019-12-24,26000
YG,2019-12-26,26500
YG,2019-12-27,26750
YG,2019-12-30,27350
YG,2020-01-02,27500
YG,2020-01-03,28400
YG,2020-01-06,30000
YG,2020-01-07,30750
YG,2020-01-08,30550
YG,2020-01-09,32050
YG,2020-01-10,31750
YG,2020-01-13,34700
YG,2020-01-14,35000
YG,2020-01-15,35800
YG,2020-01-16,35150
YG,2020-01-17,34950
YG,2020-01-20,34450
YG,2020-01-21,33300
YG,2020-01-22,33950
YG,2020-01-23,33300
YG,2020-01-28,31300
YG,2020-01-29,32750
YG,2020-01-30,32550
YG,2020-01-31,31600
YG,2020-02-03,33950
YG,2020-02-04,34200
YG,2020-02-05,33500
YG,2020-02-06,33650
YG,2020-02-07,33900
YG,2020-02-10,32650
YG,2020-02-11,32000
YG,2020-02-12,32700
YG,2020-02-13,33200
YG,2020-02-14,32650
YG,2020-02-17,34600
YG,2020-02-18,34050
YG,2020-02-19,33900
YG,2020-02-20,32900
YG,2020-02-21,31050
YG,2020-02-24,30050
YG,2020-02-25,30600
YG,2020-02-26,31750
YG,2020-02-27,32000
YG,2020-02-28,30300
YG,2020-03-02,30900
YG,2020-03-03,29950
YG,2020-03-04,29700
YG,2020-03-05,29100
YG,2020-03-06,26450
YG,2020-03-09,25100
YG,2020-03-10,25300
YG,2020-03-11,25150
YG,2020-03-12,23250
YG,2020-03-13,22700
YG,2020-03-16,22200
YG,2020-03-17,22400
YG,2020-03-18,21000
YG,2020-03-19,19550
YG,2020-03-20,21350
YG,2020-03-23,19450
YG,2020-03-24,21400
YG,2020-03-25,24650
YG,2020-03-26,24650
YG,2020-03-27,24400
YG,2020-03-30,23800
YG,2020-03-31,24050
YG,2020-04-01,23100
YG,2020-04-02,24100
YG,2020-04-03,23650
YG,2020-04-06,25000
YG,2020-04-07,25300
YG,2020-04-08,26250
YG,2020-04-09,26550
YG,2020-04-10,28900
YG,2020-04-13,28000
YG,2020-04-14,28900
YG,2020-04-16,30550
YG,2020-04-17,30850
YG,2020-04-20,29600
YG,2020-04-21,28700
YG,2020-04-22,29250
YG,2020-04-23,29150
YG,2020-04-24,28050
YG,2020-04-27,28850
YG,2020-04-28,29550
YG,2020-04-29,29650
YG,2020-05-04,29850
YG,2020-05-06,30600
YG,2020-05-07,30950
YG,2020-05-08,30600
YG,2020-05-11,30050
YG,2020-05-12,29400
YG,2020-05-13,30650
YG,2020-05-14,30500
YG,2020-05-15,29500
YG,2020-05-18,30450
YG,2020-05-19,33200
YG,2020-05-20,33500
YG,2020-05-21,32900
YG,2020-05-22,31500
YG,2020-05-25,31400
YG,2020-05-26,32100
YG,2020-05-27,32150
YG,2020-05-28,30300
YG,2020-05-29,29600
YG,2020-06-01,30450
YG,2020-06-02,30250
YG,2020-06-03,30450
YG,2020-06-04,30050
YG,2020-06-05,29900
YG,2020-06-08,31850
YG,2020-06-09,31850
YG,2020-06-10,31950
YG,2020-06-11,32000
YG,2020-06-12,30400
YG,2020-06-15,28550
YG,2020-06-16,29750
YG,2020-06-17,29700
YG,2020-06-18,29600
YG,2020-06-19,29800
YG,2020-06-22,30450
YG,2020-06-23,31200
YG,2020-06-24,31500
YG,2020-06-25,32500
YG,2020-06-26,33850
YG,2020-06-29,37000
YG,2020-06-30,37250
YG,2020-07-01,35600
YG,2020-07-02,39450
YG,2020-07-03,38750
YG,2020-07-06,39200
YG,2020-07-07,38600
YG,2020-07-08,40400
YG,2020-07-09,39600
YG,2020-07-10,38350
YG,2020-07-13,38250
YG,2020-07-14,38750
YG,2020-07-15,37450
YG,2020-07-16,38000
YG,2020-07-17,39650
YG,2020-07-20,40000
YG,2020-07-21,39000
YG,2020-07-22,38350
YG,2020-07-23,38850
YG,2020-07-24,38300
YG,2020-07-27,38700
YG,2020-07-28,38950
YG,2020-07-29,40400
YG,2020-07-30,39450
YG,2020-07-31,40700
YG,2020-08-03,42650
YG,2020-08-04,42950
YG,2020-08-05,45000
YG,2020-08-06,45050
YG,2020-08-07,43950
YG,2020-08-10,45600
YG,2020-08-11,45700
YG,2020-08-12,44250
YG,2020-08-13,48250
YG,2020-08-14,48500
YG,2020-08-18,46750
YG,2020-08-19,49300
YG,2020-08-20,46500
YG,2020-08-21,46700
YG,2020-08-24,46800
YG,2020-08-25,48700
YG,2020-08-26,50400
YG,2020-08-27,50900
YG,2020-08-28,49000
YG,2020-08-31,46650
YG,2020-09-01,48450
YG,2020-09-02,50200
YG,2020-09-03,52200
YG,2020-09-04,52300
YG,2020-09-07,54700
YG,2020-09-08,57600
YG,2020-09-09,57700
YG,2020-09-10,57700
YG,2020-09-11,58700
YG,2020-09-14,58000
